ID,Target
44283,146
20838,46
40953,91
4908,10
47343,105
5808,12
29793,66
32628,72
43338,96
2028,4
45093,100
28308,48
54993,124
48828,108
42933,95
11748,19
38343,85
40998,91
19938,44
48198,107
19443,60
7383,16
2343,7
26598,34
36003,80
44598,127
17103,38
6438,14
48648,108
25203,61
46488,137
32898,73
34158,75
34518,76
19623,45
39468,87
32718,72
38973,78
10263,22
5088,3
66828,148
44643,99
1443,3
6708,54
26058,61
49818,149
7068,15
43293,128
48,0
26508,60
22233,54
59133,135
10533,23
18138,44
29973,66
54858,80
49098,109
63048,140
64668,143
33348,74
32448,72
41088,91
18453,41
64893,145
61023,131
66513,145
60978,135
13683,30
33888,75
32043,71
45678,47
32583,72
28218,50
56343,125
59403,63
27408,50
37488,83
22593,16
12468,51
11883,12
44823,99
68223,149
4458,49
66738,151
51033,118
27093,60
57198,32
49503,105
57873,46
59718,17
29568,45
39828,88
43878,80
23223,4
10038,4
30738,68
18363,44
47073,111
18813,40
38613,85
4233,6
45993,102
9228,19
55713,123
19308,42
52023,115
51843,115
26463,62
22368,25
6213,21
25788,35
54588,116
60663,151
59223,45
56208,76
13953,31
17643,39
34698,77
9093,3
18408,44
2703,6
3603,8
37353,83
57738,133
13413,0
41358,91
23763,27
25428,56
35598,79
47973,36
10938,24
60168,50
21108,46
49368,106
62103,138
21783,50
4683,7
20208,44
15933,35
35103,70
34473,76
9543,21
9318,20
38028,68
50403,112
60078,130
63363,144
12288,51
40278,89
11343,25
11973,51
30423,67
7653,17
66558,147
13773,30
31593,70
57828,144
21558,47
52428,119
12108,23
56883,126
47613,105
8688,20
12198,12
20253,37
26643,59
26913,3
31053,69
59268,129
28038,50
8238,25
57963,129
55353,123
26868,51
14808,33
38883,86
4053,9
18633,32
32943,73
6843,55
40638,90
54498,121
63633,141
26553,63
54048,120
1488,27
9048,3
37083,38
28803,66
228,0
30558,67
54363,120
20568,63
30693,68
48108,36
56478,117
35328,78
52653,117
40458,89
32223,71
2298,29
19578,37
67728,149
15348,34
10353,23
9858,13
62823,143
35238,81
42798,95
38073,84
62463,138
7113,28
42708,94
53463,118
10803,24
50943,118
19038,63
23673,51
22143,54
42753,88
59358,131
30243,67
33528,74
40503,90
42888,95
24663,0
58593,130
62643,143
11388,25
22998,4
9273,20
68268,95
54543,121
48558,86
53868,119
36768,81
62688,143
39378,87
55218,127
37893,84
16608,36
11163,19
14628,37
16068,35
9813,11
23898,53
13458,27
11208,24
16293,36
7293,55
6303,54
42978,95
17013,37
49863,110
25113,55
8463,18
723,5
19668,43
63993,149
24528,16
9453,21
50853,113
67773,150
33438,74
25608,50
5718,12
20118,44
60573,151
58368,25
16923,60
64083,93
2928,6
46353,147
3513,7
46848,105
45858,101
50448,112
6078,13
47928,36
12918,0
48513,99
31548,71
67503,149
37533,83
37983,68
43113,95
43158,95
63453,141
13728,22
65343,128
52608,119
5448,4
58818,133
54813,80
18183,64
48288,107
22773,61
48783,108
40413,89
12828,51
16878,43
34068,79
14358,31
56748,126
45588,101
11793,16
35958,79
13908,30
543,54
948,2
31323,77
42573,94
63678,141
58548,43
28533,63
10083,31
17508,47
67368,151
10623,23
47208,104
19083,42
35418,78
9363,4
61878,137
51798,115
5763,52
55083,123
38523,85
16113,35
33753,75
33933,75
3918,54
1398,3
14988,43
29478,65
61158,38
48018,106
36453,81
11658,25
16158,35
17778,130
50313,111
61068,131
20298,45
9993,31
678,1
453,1
64353,139
57108,120
53823,119
14493,64
64848,92
43383,96
23268,20
22413,14
42213,93
63903,142
27633,59
27273,60
61518,128
67818,149
21018,64
4413,49
65163,146
20478,25
53508,118
48693,108
9633,21
34203,76
64533,139
66918,146
33078,73
41493,92
47253,105
37398,83
68133,148
17823,39
13098,19
19128,42
47838,106
17688,39
1173,50
813,1
39018,73
67188,149
39603,88
66603,151
37308,82
32808,72
3738,8
858,1
27228,60
20163,44
43833,97
25878,59
25743,57
3,16
42033,93
18588,41
34338,76
40053,89
62598,143
12603,26
15033,25
17373,129
2208,20
10983,24
15258,45
17283,38
66783,147
46308,102
14763,32
44058,72
35283,78
31683,70
57918,96
17418,38
37758,83
46128,86
25023,12
55758,123
183,24
25473,57
64623,143
19984,114
4819,60
4324,9
31729,70
36724,81
61789,137
57199,56
66334,146
32854,73
17644,33
17059,57
3874,8
38434,85
53464,118
38749,72
1399,51
6304,2
17104,38
60439,151
25384,145
35284,78
8374,17
27769,114
51169,66
6844,10
35374,78
15574,34
1264,18
8914,49
56434,125
52249,116
36544,81
25339,45
58999,131
8284,3
46039,104
12694,28
1894,4
51799,115
52384,116
59404,132
25699,50
53959,119
52474,116
16834,37
33529,74
15304,34
8464,53
23494,12
60754,131
11569,25
52699,117
55714,123
56119,124
9229,1
56209,124
40324,89
65074,144
43384,70
51439,18
46129,104
24529,11
20974,46
22369,3
47254,61
36679,73
44329,33
47929,65
54499,43
66694,147
17194,62
17689,39
23584,27
26239,60
39784,88
14314,31
36049,80
57829,135
8869,16
36139,86
3334,7
43924,97
57874,148
33934,75
60034,130
22819,53
21064,46
15394,34
27724,60
31909,70
44239,130
21154,108
61699,137
13594,30
24169,53
61204,96
67369,61
53689,119
38929,86
43159,95
60214,58
24709,1
49414,109
49774,140
11074,25
31774,70
28309,2
10579,3
45004,100
50674,119
1624,3
14899,33
2884,6
54139,120
14719,37
29569,34
51484,114
27994,98
58234,129
59944,58
62014,137
17599,39
32719,72
37939,84
14269,31
19444,43
14449,37
59089,135
8194,31
4459,55
20704,40
26059,61
28849,64
41224,82
1219,1
35014,77
26329,50
17824,39
1759,3
8104,50
45319,39
60484,128
1174,2
37669,83
6394,6
51889,115
21289,41
20299,45
64534,143
41134,91
8644,24
38839,72
37849,84
4009,8
52879,117
22954,55
11164,24
64579,143
33754,75
31414,77
8014,16
7924,24
44014,97
24394,25
58549,132
36814,81
26554,59
34159,75
38344,85
60169,59
43114,95
28174,45
58459,129
55534,115
10759,23
48919,108
50134,111
16654,34
41449,92
21334,47
1039,17
4144,9
67504,149
41674,92
46939,80
51619,25
25294,108
42034,93
57469,113
48964,100
24979,55
3019,53
35554,79
32359,71
30154,67
41764,92
62554,143
32089,71
58954,135
54769,112
13549,25
23719,12
33304,74
17869,39
5539,50
33394,74
62104,99
4909,4
15259,33
2524,5
63499,141
36004,80
34879,77
57964,131
52294,116
51574,10
21019,74
53374,120
29299,65
11479,24
23089,10
41269,91
37984,84
59584,132
35914,79
33214,73
42349,94
56389,125
14854,33
31594,70
43339,96
30289,67
30874,68
45544,46
65929,151
68089,151
36634,81
32944,73
10714,23
59224,135
23944,53
67414,56
32764,72
12199,25
7204,26
22999,51
17239,38
9904,22
41404,92
55399,119
47299,46
37219,82
45094,44
65704,130
38209,84
11749,50
2749,63
7564,16
63319,140
43879,32
20254,43
43744,41
46894,104
29029,64
949,2
34114,75
14359,31
14674,32
25159,55
64849,130
12019,26
49099,109
9139,20
10534,31
13324,30
34204,76
63139,140
55849,119
53284,121
50989,58
23764,53
18274,112
45949,102
34744,77
12109,4
16519,34
46309,102
4684,53
51214,121
2794,6
50854,22
46714,46
29704,66
33664,74
61159,135
23989,53
7969,51
63364,140
16564,34
6439,9
49189,109
15214,33
39019,86
26374,45
499,51
6709,54
64939,137
19759,122
59314,135
16789,37
47209,104
274,55
43969,39
62599,139
34474,76
28804,64
19399,57
64804,151
66559,130
2479,55
40369,89
49549,151
51034,121
17554,33
36094,85
33349,74
65029,130
63229,140
62284,138
61384,136
59044,135
44104,62
45589,46
10084,30
51304,114
9949,30
38974,86
48379,111
68359,151
7384,16
31504,69
409,0
5089,24
48694,108
60709,134
59854,133
5044,29
23854,29
64174,110
9409,20
2344,5
63049,140
50944,17
7294,8
31279,69
61654,137
27319,52
62464,138
62374,138
67954,92
53104,121
15619,35
38074,84
58819,130
25789,62
8824,19
38704,87
66739,147
34834,77
18454,43
47119,130
46984,111
39334,87
18679,32
59494,132
38119,84
454,30
53644,119
28984,76
68314,151
44779,86
41359,91
22459,0
53914,119
9499,27
16609,43
41539,92
50764,112
20659,121
34429,76
3514,19
63994,142
39064,86
55444,123
30064,66
58774,130
21109,46
35734,79
56029,48
45499,46
43609,96
13999,31
5809,60
50044,111
55129,125
9814,51
24259,29
56074,124
46624,46
5359,51
41314,91
65749,98
29434,66
39739,88
6664,54
23044,51
45634,96
67234,62
61564,136
49144,109
66244,131
51394,114
14629,32
66064,147
67144,146
6754,50
31819,64
17509,38
15034,97
2569,5
2929,6
5764,12
54184,120
42754,95
18994,42
26689,59
62734,139
62194,138
35104,72
22324,60
41944,93
55579,123
57154,127
25969,48
12334,27
50269,111
15439,63
34024,75
44284,131
67279,45
45454,101
8509,16
28579,63
54679,121
63184,140
25024,55
13909,30
65254,145
25744,44
34699,77
7879,30
22639,16
53734,119
42709,94
31324,72
22504,60
1534,10
60259,133
52744,117
61114,135
48424,80
58279,129
66514,144
24079,4
40999,91
48469,85
5629,25
62869,139
52834,117
49909,110
60934,135
46534,98
7339,29
26014,57
28624,63
3559,21
15754,35
9769,21
50719,115
6484,14
29614,67
39829,88
32674,72
13819,25
34654,77
62239,141
35329,69
58639,130
27499,59
58009,134
4279,14
6214,3
61969,137
14494,113
35464,78
36454,81
66469,145
31459,77
38614,85
40189,89
54409,120
7114,15
51349,18
30829,68
634,10
67864,151
13729,28
19219,57
37804,84
46579,105
7519,26
47659,105
27544,48
27139,60
13774,25
8149,18
40414,89
20614,57
8599,19
24574,54
22594,0
41989,93
24304,22
50539,119
19894,44
68224,130
7699,27
22009,57
37084,82
31234,77
22909,60
51934,115
904,16
52969,117
63679,141
45679,101
17779,39
11839,26
59179,146
67459,149
27904,103
65839,147
18904,42
14764,97
11254,29
40279,89
33889,75
16069,35
17374,45
22774,3
21424,47
25879,35
18409,47
48199,107
2614,5
11884,26
42664,94
364,50
12559,25
11794,8
53869,119
859,11
32629,72
13279,29
27229,60
42529,94
44869,81
65614,145
49864,90
35779,79
17329,38
47749,106
53149,118
40099,149
23449,52
7654,30
58504,132
16204,108
37759,44
21784,10
57424,123
66829,131
52519,116
55264,115
19714,61
63544,144
23899,53
42079,93
33439,74
6934,5
6529,24
53779,120
61834,137
34924,77
4504,10
44509,98
11704,24
54724,121
9094,20
51979,115
57739,128
45904,102
15664,34
67054,120
8734,31
57694,128
4999,11
61519,142
22549,15
28129,60
32179,71
6889,55
319,50
57289,121
39469,87
66289,144
37489,83
46084,96
47029,104
15799,35
11209,24
64129,142
52429,119
64759,143
27814,61
27949,145
48784,108
12964,28
31999,71
6619,14
15844,35
58054,130
33169,73
9634,21
29344,67
31684,70
24844,55
2029,4
18544,121
19039,42
28939,64
26644,58
63274,140
34339,76
14224,31
13099,27
10174,21
45769,101
33484,106
47479,78
40954,96
4,0
10264,19
47884,66
45184,39
10309,22
3649,55
65524,97
26419,58
49,50
63634,141
18094,40
64354,143
29794,66
40054,95
52114,115
33124,73
25609,50
35689,79
19624,41
18814,58
8239,16
17464,38
36589,81
12874,28
67729,150
37354,83
65299,130
44734,105
53329,47
35059,77
25429,62
39154,87
29164,64
52564,119
41899,93
36409,80
61744,137
1084,4
26959,63
32899,73
11929,26
65884,146
44419,98
48739,100
12064,26
56704,126
68269,91
42214,93
14539,39
47794,106
32044,71
59809,130
15709,34
60619,134
6574,14
23269,8
9544,21
5269,60
52159,115
56524,125
51529,3
10219,21
22279,114
57379,57
42394,94
16924,35
57604,129
47389,46
5314,16
23314,30
26914,0
7834,26
36499,81
30514,67
39199,87
8329,16
66154,147
38884,86
45049,57
11974,12
47164,104
39604,88
62779,143
61024,131
21694,60
29209,64
14944,33
54904,58
589,3
63904,142
47569,104
48154,107
28264,58
65659,145
55804,124
26104,56
544,10
36949,82
13009,28
65344,144
49054,109
19804,66
3694,8
49594,146
1354,26
31639,70
46849,104
25474,121
48604,108
38659,85
28039,61
20209,65
4639,53
7789,30
43789,38
9274,20
38254,85
53194,113
43654,116
58414,132
56569,115
44824,80
41629,92
65974,141
27679,122
20344,45
17014,114
41044,91
42979,95
60394,148
4099,17
23629,12
4369,9
5719,4
4729,2
2299,5
35869,79
7609,8
51754,126
36769,81
24484,3
37444,83
18229,40
24619,54
56659,115
18724,41
40729,90
19084,32
52654,117
29749,66
31369,80
2704,2
12739,28
47839,65
13864,31
47614,137
7249,53
40639,90
51844,115
11614,16
21244,6
28759,63
60844,135
56344,125
53059,117
54229,111
48649,108
67549,149
1489,31
1669,3
66199,82
53014,117
29119,64
6124,21
54364,120
32989,73
19579,45
24889,55
33574,74
32449,72
30334,67
52609,119
40819,90
65479,130
25654,61
21739,3
46399,103
20749,46
59449,132
16159,35
57244,113
30649,68
68044,151
22864,61
17419,38
4054,6
6079,49
16969,35
62419,138
5134,16
35239,77
42124,93
28714,63
25519,47
32539,72
58099,129
34519,76
63724,99
58369,129
42304,94
50584,118
7024,15
18589,43
9589,51
1579,16
44464,98
814,54
26824,60
13234,26
37399,83
38029,84
63454,141
43474,96
12514,24
54859,113
43834,97
55669,115
17284,120
32494,72
33979,75
46174,110
19534,58
25249,56
10984,24
58594,38
36184,80
52789,117
48244,107
53554,119
67909,150
19309,42
25564,57
23539,50
66919,144
4414,15
60349,134
24664,54
29479,67
28894,64
5674,28
9049,20
41089,146
18364,115
41494,92
7744,31
34294,76
21604,20
54634,41
14044,31
67099,149
1804,4
11119,24
36904,82
20929,46
40774,90
23224,3
43519,62
50224,111
28489,61
24934,55
11659,25
12784,26
64309,142
30469,67
20164,100
64489,143
32584,72
38389,85
61339,136
64039,142
42169,93
3829,8
43429,78
34564,76
11389,25
55309,63
46264,104
6349,13
46759,145
229,0
36274,72
41179,91
2974,6
32809,72
35419,78
4954,30
28219,121
9724,21
49999,111
30244,67
49009,47
48874,100
4774,27
50449,112
22729,53
47974,34
45229,108
50404,112
33619,74
42844,95
46804,104
67324,147
66649,128
52339,121
15979,35
21829,55
61069,131
184,0
42439,88
61609,127
41809,92
23359,25
48064,36
8689,19
39694,88
22054,53
26464,59
59539,132
3964,8
10489,23
18139,6
37534,83
49504,102
36364,85
60664,134
21964,60
16114,35
27364,60
6169,13
34069,75
28354,67
34969,77
29524,66
55039,124
10669,24
12379,25
30694,68
37309,82
32314,71
10129,22
19354,35
26869,60
20434,41
23674,52
64399,139
8779,19
54994,122
21469,44
12649,25
5944,31
61879,137
10849,26
18184,6
94,55
62329,138
59134,38
39874,88
11434,25
54049,117
12604,28
54544,121
20074,67
45274,100
14989,33
66874,146
19264,42
68134,148
33844,75
50179,111
43069,95
22234,48
64444,143
55174,114
60574,134
62824,143
4864,24
59629,130
21379,108
63769,86
11524,25
25114,55
21559,41
34609,76
17959,39
62059,137
11299,25
55219,113
45409,100
25834,44
27274,50
19849,44
40864,90
19129,42
28084,61
9859,19
50314,111
17914,57
51664,25
51259,121
38299,85
53239,118
58909,132
37174,82
3289,3
57019,115
44059,97
8959,31
1309,3
32404,72
61294,136
49459,82
64084,144
3739,0
37039,82
39559,87
16699,37
30964,68
60124,133
59674,130
3784,50
40594,90
29839,66
29659,65
2389,5
15124,33
61924,103
48829,36
55759,123
5584,12
8554,31
28534,26
16024,35
54814,56
26194,60
37264,82
54949,122
54454,29
10804,24
37579,83
38794,86
1444,51
31954,71
49729,102
56164,61
67819,150
48289,107
31864,70
20524,45
27004,8
55489,123
22144,49
15484,34
57649,145
16339,36
40009,88
42934,95
63409,140
55939,57
49234,109
64669,139
59719,132
9319,20
14809,32
40684,90
18859,41
64984,130
61474,136
31549,64
35824,79
49369,109
21874,49
22189,25
39244,87
26599,1
39289,87
44194,141
43024,95
55624,123
62644,139
33709,74
34384,76
61429,136
3244,25
15934,35
22099,49
20884,40
35149,77
44599,105
21514,6
2119,4
44959,81
67594,151
30559,67
40504,90
44374,98
42889,95
21199,58
3604,53
50494,44
1939,12
48109,67
66604,62
20029,121
56749,115
20794,40
724,16
2209,52
5494,52
54004,120
59899,130
44149,69
24349,13
50629,115
31054,69
40459,89
58864,131
43249,104
37624,65
28669,34
13414,24
39109,69
5854,10
6799,15
14404,32
7069,55
35509,78
9004,20
7429,27
49639,110
31189,69
17734,106
26149,122
21649,9
30424,67
12244,27
60979,98
18634,41
22684,55
39379,87
12919,28
64894,149
44644,81
47434,105
14584,39
3469,31
39964,88
10939,24
24754,51
1129,3
15529,34
28399,63
58144,130
2074,12
27184,0
68179,151
43294,104
38524,85
30919,68
57109,126
769,54
20569,48
44914,81
24124,12
54319,120
39649,88
42259,93
25204,108
6259,22
58189,129
52924,111
45994,96
5899,13
19489,45
11029,24
60889,131
18769,41
14179,25
4234,2
62509,138
1714,51
42484,94
45859,96
16429,34
29074,76
43204,137
40234,89
20119,116
8059,7
3424,7
60529,135
66964,147
57784,128
3109,6
42619,94
30604,68
33799,75
20839,101
63814,78
37129,82
23404,52
57334,37
53509,118
9364,20
41584,92
15349,34
46489,131
15889,35
28444,63
3154,19
12289,31
13504,30
29929,58
35599,79
56254,125
47344,105
994,2
53824,119
51124,66
18004,105
12154,29
31144,72
36859,81
49279,109
60304,128
65569,62
4189,10
32269,71
27049,35
18049,40
55894,124
32224,71
52024,112
50089,111
63589,99
26509,45
56839,112
23179,4
67189,149
38569,85
10624,23
56884,126
43564,96
1849,12
59764,132
31099,77
36229,72
29389,65
9994,31
2659,5
139,29
10399,23
13144,29
1984,4
26734,49
6034,13
49819,142
45364,62
2839,6
24214,0
4549,16
42574,88
60079,133
56794,115
52204,121
39424,87
7159,15
56299,125
57064,126
46669,145
3064,3
29884,66
54094,126
41854,93
11344,25
48559,85
59269,131
19174,42
23134,11
10894,24
62959,143
39514,87
55354,123
13684,27
5989,53
51079,47
47704,83
2434,61
15169,106
24439,14
19669,116
40549,90
33259,73
62914,143
7474,26
26779,18
33034,73
63094,140
37714,83
24799,55
41719,92
13189,25
16249,108
65119,151
62689,143
30019,66
59989,27
679,55
30109,66
14134,31
64219,142
67684,146
5404,12
56479,117
29254,67
43699,38
51709,25
6979,15
47524,105
66784,130
40144,89
67774,130
57514,121
19939,41
16879,114
66379,130
67009,146
40909,90
30739,68
2254,5
16474,34
4594,48
48334,104
46219,104
57559,37
5449,25
25924,60
13369,26
14089,19
10354,23
31009,68
67639,146
64264,142
5224,51
44554,105
27454,60
62149,141
25069,55
38479,85
18499,47
66109,128
27859,26
38164,84
53599,119
34249,76
56974,126
33079,73
10039,22
46444,148
9454,31
36994,82
27094,60
27589,35
66019,146
57919,128
3919,3
35644,79
54589,17
12469,27
9184,20
45724,96
34789,77
55084,97
13954,31
63859,86
47074,104
54274,126
52069,123
15079,33
22414,49
17149,37
10444,31
65434,74
48514,85
35194,105
27409,56
61249,136
18319,6
12424,27
59359,131
48019,106
35959,79
50359,111
58729,145
49684,102
30784,68
13054,29
16744,63
3379,16
3199,7
58684,130
65164,149
23809,12
42799,95
20479,114
63949,142
46354,99
30379,67
45814,96
9679,25
65209,149
56929,126
32134,84
60799,135
44689,38
18949,42
2164,4
13639,31
63004,140
56614,115
53419,121
26284,51
65794,56
64624,143
24034,11
20389,45
21919,48
64714,143
5179,51
16294,39
66424,134
65389,40
13459,29
49954,111
16384,34
49324,109
12829,28
30199,67
29974,67
55984,124
67999,99
39919,88
50809,115
36319,80
27634,59
37894,84
45139,47
58324,129
8419,26
50899,119
11435,53
10760,2
28715,63
65525,32
29705,66
62510,138
54680,121
25205,60
8015,29
3245,13
20165,33
57335,117
45410,100
61655,137
62735,143
48245,107
18995,42
33665,74
66650,149
48470,107
50810,112
54815,74
64220,89
40100,89
43295,99
63770,86
54725,121
13415,51
27725,61
22010,61
7160,11
1940,4
12155,27
42890,95
51170,118
45635,109
53645,119
55220,119
14855,33
21110,47
725,49
60485,150
15080,32
37490,83
57020,126
42260,93
20795,47
8645,25
56255,125
63455,141
56660,123
54905,122
34025,79
12965,22
52610,112
27635,61
29750,66
21245,47
25925,60
56435,125
18815,124
41945,93
67595,150
44150,70
39425,87
2615,22
46445,129
14495,32
63230,140
37940,84
51575,114
34565,76
4325,14
44690,99
2030,20
55535,123
13550,30
14135,21
55130,123
47345,105
38075,76
38480,85
55445,113
21605,48
20075,42
41900,93
62645,139
19985,74
14315,31
58370,117
17690,39
2480,2
55310,64
48830,108
54770,121
1535,22
58010,128
48425,107
50675,115
65300,46
41135,91
24350,13
40370,89
39200,120
61565,129
39695,88
53510,118
40415,89
40280,89
2345,3
39965,88
54365,125
3830,52
15035,108
46850,99
49055,109
18230,41
6395,13
46355,134
54410,121
67100,149
40145,89
54230,120
320,4
20660,101
12470,29
26870,2
3470,49
6215,53
9410,19
60845,97
33980,79
62870,139
13730,19
67325,134
59225,45
20750,56
4100,53
15575,34
12335,51
6080,18
36815,81
68270,145
9590,2
8690,16
23180,21
13910,16
34475,76
46625,105
24395,12
66560,147
52475,119
12020,53
32540,72
56390,125
43250,141
30650,76
26330,60
60935,45
43160,95
53375,45
50450,113
43655,41
18545,43
680,1
46040,102
16655,37
37715,83
26150,63
61025,118
6440,9
62825,139
19310,42
66785,149
32360,71
26825,50
56210,124
21065,122
54050,121
18050,45
49010,108
64265,89
6530,48
18905,42
47660,129
45725,70
53870,119
27050,61
36545,81
9995,0
35375,78
11120,24
5315,29
52655,117
41585,92
44195,45
7835,21
60710,151
46490,145
12920,20
66515,147
24530,49
410,21
5405,24
36950,66
2255,11
19670,45
50090,111
37580,83
34520,76
33620,84
39830,88
44555,99
48515,99
67010,134
60350,134
65615,145
22685,50
21515,47
19625,43
55625,123
11300,29
15755,37
65705,98
19580,98
28580,60
7205,29
28310,8
49865,110
63500,86
56075,124
1265,26
64175,142
17555,39
32630,72
10085,19
860,30
11480,51
29345,65
57515,125
32045,71
16250,36
25970,61
25025,55
1040,3
16565,106
38795,137
48335,107
55805,124
24575,13
59405,43
11840,29
22100,51
50990,119
60215,58
7430,3
7340,21
64085,142
58550,132
19445,61
34700,77
67910,150
1850,20
17510,38
58910,130
39785,88
26465,34
2885,24
27545,61
41855,93
65570,120
52565,119
66245,147
47390,145
29480,116
44870,104
12695,20
12785,29
9455,0
67145,99
24800,55
13595,28
5675,20
29840,66
27905,137
54590,127
66065,149
32765,72
53735,119
49460,109
6350,13
4370,9
28220,98
16790,37
33485,74
6260,13
19940,108
53105,118
24620,6
32225,71
62465,138
19850,44
53960,119
48200,107
25520,62
46400,151
67415,149
32900,73
29615,42
7565,5
61115,131
2570,4
36680,81
43610,96
39335,87
55085,41
30830,76
65075,151
67235,46
25340,133
64040,142
41180,91
41225,91
21200,106
55580,123
46085,102
42755,95
3065,15
36320,85
20705,46
40190,89
62015,137
26915,8
60665,134
51215,100
63905,142
65480,47
28355,63
42620,94
36410,80
50045,111
67550,150
20120,44
62150,138
18095,45
38615,85
58145,130
13775,0
49190,47
28805,64
30875,76
29390,65
20210,114
11525,0
49145,66
56030,114
33125,75
24710,14
40055,89
58820,112
21425,47
26285,59
22460,17
20345,37
10940,27
47615,105
19220,58
11255,25
40910,90
43970,57
51080,118
2210,20
26600,61
31100,41
15800,35
20930,46
45230,98
6890,13
11795,54
64895,144
42125,93
33845,75
38975,137
66020,148
14810,132
27590,60
3740,52
8600,16
32090,71
23630,26
52700,117
27860,53
35735,79
37040,66
55715,118
95,51
65660,96
4505,10
66290,148
23765,12
38030,76
4190,13
27140,8
50855,113
64130,89
53690,127
53465,118
58955,70
1625,53
6665,57
52745,117
14540,33
13145,27
64805,105
53285,118
22595,60
18320,62
13010,20
30065,66
35105,78
44465,32
4910,8
39650,88
53015,125
47525,145
21965,2
41540,92
37535,76
22325,11
44330,44
40955,88
63590,105
13685,11
66605,148
25385,73
33575,74
38930,86
63815,78
42305,94
59135,103
26690,132
16700,37
56525,119
3380,31
28175,57
55985,122
33710,74
7745,51
60890,131
185,19
62375,138
42530,94
27185,57
59765,132
2165,20
57470,123
51035,118
36590,75
60170,60
45320,100
9860,19
18680,37
48650,66
41315,91
28445,43
8780,18
52025,115
36860,81
30245,65
46985,104
43565,96
24890,16
36095,79
15350,34
65795,32
31595,98
24980,55
12200,20
60260,133
24215,2
52070,115
66200,127
17420,106
38255,85
32180,71
26645,34
5270,12
42575,94
23270,53
53330,118
40325,89
57245,123
39245,87
10490,20
22145,10
52115,115
55760,123
50585,112
23990,53
54140,121
3155,7
65975,146
38525,85
29660,67
19715,33
27680,56
30785,68
31730,69
36725,81
18770,41
36500,129
28670,128
44735,141
41000,91
58640,130
59810,132
46310,96
64310,151
52340,119
46670,129
5945,8
25295,59
35825,79
4775,11
30110,34
2705,6
64355,139
46265,99
58100,130
51125,100
46130,99
17465,38
13280,18
25880,35
62195,78
54860,74
30560,67
52250,116
64490,143
45500,77
33440,74
42350,94
57875,97
59315,131
65345,129
8735,28
22640,12
12560,25
2660,11
58415,57
34250,76
42035,93
41270,91
5855,49
44240,129
23585,52
39110,96
43925,97
60035,133
10625,31
42800,95
41090,91
51350,116
26780,48
47480,137
23090,2
11975,50
25070,11
365,22
49910,89
30605,68
35690,79
37400,83
31865,101
64670,143
8105,14
26735,62
31055,69
35060,77
66110,62
27230,60
50000,111
38750,86
68360,151
18410,62
1760,20
18185,37
43700,65
68000,147
30425,67
40775,90
9905,25
14585,32
59000,45
42710,94
50135,111
47075,120
57290,123
49280,44
33170,73
41675,92
21920,48
23495,3
5045,25
7115,3
23225,3
52925,120
27770,58
43205,119
21875,49
8960,29
3605,8
7610,21
49775,105
53420,101
40865,90
29120,64
27365,60
57920,128
25835,106
35960,68
38345,85
64760,143
30200,67
40595,90
9050,52
5810,52
44015,97
66740,134
38300,85
32270,71
15980,35
61790,117
7790,19
37220,42
1355,18
37625,83
42170,93
68045,151
12065,2
1220,8
9500,21
68090,146
60575,134
3290,31
48740,66
30740,68
7295,2
53555,119
23900,8
1580,21
28940,114
17330,39
6305,8
28400,63
51530,114
38570,85
45770,104
1175,59
15935,35
49595,151
54185,120
3425,22
42395,94
62555,143
6710,2
49505,151
62600,139
12245,27
34880,77
37355,83
50315,111
62330,138
23810,53
31280,69
31820,69
36230,72
46175,145
56975,126
62915,143
16340,36
12290,19
51620,114
33395,74
59990,59
21785,53
41360,91
12650,2
47120,104
56705,121
60800,45
15620,34
6125,17
65930,144
30965,76
3560,12
8915,21
21830,8
51440,114
17015,48
43385,32
10535,23
30380,67
5225,51
17150,38
23405,12
60620,134
64715,143
35915,79
10985,21
37310,38
48785,108
28130,56
24845,26
2795,6
49235,109
66920,148
6845,52
26195,54
62240,138
35510,78
29435,65
15530,34
41810,92
48020,34
33890,75
34925,77
37670,83
2750,5
65840,96
905,18
51890,115
16205,35
55490,123
21335,47
26240,116
48560,104
63680,141
12830,52
61205,136
57965,128
45005,100
9545,3
22820,50
5900,11
61070,98
56120,124
54005,120
18365,103
17960,39
39515,87
10580,23
63005,140
67685,134
54275,120
1985,21
56570,123
34790,77
65030,148
48965,106
32945,75
15125,32
40640,90
64535,139
7070,15
6980,15
61295,137
9725,20
34835,77
35645,79
58730,130
45995,151
50180,111
65255,137
5495,52
50360,111
45095,59
46580,136
14000,27
53240,118
17645,106
33080,73
23540,12
57200,123
3695,53
28760,25
44105,41
48875,108
45455,101
15260,106
13370,0
29300,65
67370,148
50720,115
12605,20
8825,18
29975,66
65120,149
47750,66
5630,20
50945,115
18590,57
14045,51
59675,132
64400,143
10040,0
54635,121
16970,37
38120,84
30695,76
62690,139
815,7
29885,36
39605,88
52160,115
5360,11
44060,112
20525,101
32855,73
15890,35
34115,75
53060,125
53780,119
34655,77
11885,3
42980,95
46715,136
54545,74
34295,76
9275,28
45905,99
63050,140
64850,151
46535,105
10265,26
10310,0
49415,57
36365,80
63860,141
6935,15
37760,83
4865,48
1130,3
55670,123
14945,33
22055,19
16745,58
35285,78
7475,16
13955,31
30020,66
31505,80
275,16
34070,75
13505,20
36995,66
60440,110
52970,125
18275,40
20840,41
51485,114
58775,132
17600,39
995,29
